id	item_group_id	title	description	availability	inventory	condition	price	link	image_link	brand	sale_price	additional_image_link	product_type	color	size	material	age_group	gender	internal_label
EW655242G0020903	EW655242G002	ムートンサボ - ブラック / M	"＜スポッと履けて使いやすい冬を感じるムートンサボ＞
▼デザイン
・内側にボアが施され、暖かい履き心地
・取り外し可能なストラップ付で、アレンジが楽しめる！
・外側にあふれ出すボアデザインが存在感を演出し
・かかと部分にはemsのオリジナルロゴがプリントされています
▼コーデ
靴底は平らでストラップもついているので歩きやすムートンサボです。
ローカットなので、ロングスカートとも相性バッチリ◎
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛くいたい女の子に向けた
girly cuteなブランド
※撮影環境やご覧のモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
ご理解の程何卒よろしくお願い致します。
品番:EW655242G002　/　品名：ムートンサボ"	in stock	999	new	3990 JPY	https://www.retro-girl.jp/item/111226.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111226/11122601_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111226/11122602_b.jpg	シューズ > ブーツ	ブラック	M		adult	female	
EW655242G0020904	EW655242G002	ムートンサボ - ブラック / L	"＜スポッと履けて使いやすい冬を感じるムートンサボ＞
▼デザイン
・内側にボアが施され、暖かい履き心地
・取り外し可能なストラップ付で、アレンジが楽しめる！
・外側にあふれ出すボアデザインが存在感を演出し
・かかと部分にはemsのオリジナルロゴがプリントされています
▼コーデ
靴底は平らでストラップもついているので歩きやすムートンサボです。
ローカットなので、ロングスカートとも相性バッチリ◎
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛くいたい女の子に向けた
girly cuteなブランド
※撮影環境やご覧のモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
ご理解の程何卒よろしくお願い致します。
品番:EW655242G002　/　品名：ムートンサボ"	in stock	999	new	3990 JPY	https://www.retro-girl.jp/item/111226.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111226/11122601_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111226/11122602_b.jpg	シューズ > ブーツ	ブラック	L		adult	female	
EW655242G0025303	EW655242G002	ムートンサボ - キャメル / M	"＜スポッと履けて使いやすい冬を感じるムートンサボ＞
▼デザイン
・内側にボアが施され、暖かい履き心地
・取り外し可能なストラップ付で、アレンジが楽しめる！
・外側にあふれ出すボアデザインが存在感を演出し
・かかと部分にはemsのオリジナルロゴがプリントされています
▼コーデ
靴底は平らでストラップもついているので歩きやすムートンサボです。
ローカットなので、ロングスカートとも相性バッチリ◎
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛くいたい女の子に向けた
girly cuteなブランド
※撮影環境やご覧のモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
ご理解の程何卒よろしくお願い致します。
品番:EW655242G002　/　品名：ムートンサボ"	in stock	999	new	3990 JPY	https://www.retro-girl.jp/item/111226.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111226/11122602_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111226/11122601_b.jpg	シューズ > ブーツ	キャメル	M		adult	female	
EW655242G0025304	EW655242G002	ムートンサボ - キャメル / L	"＜スポッと履けて使いやすい冬を感じるムートンサボ＞
▼デザイン
・内側にボアが施され、暖かい履き心地
・取り外し可能なストラップ付で、アレンジが楽しめる！
・外側にあふれ出すボアデザインが存在感を演出し
・かかと部分にはemsのオリジナルロゴがプリントされています
▼コーデ
靴底は平らでストラップもついているので歩きやすムートンサボです。
ローカットなので、ロングスカートとも相性バッチリ◎
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛くいたい女の子に向けた
girly cuteなブランド
※撮影環境やご覧のモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
ご理解の程何卒よろしくお願い致します。
品番:EW655242G002　/　品名：ムートンサボ"	in stock	999	new	3990 JPY	https://www.retro-girl.jp/item/111226.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111226/11122602_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111226/11122601_b.jpg	シューズ > ブーツ	キャメル	L		adult	female	
RE656911T0010407	RE656911T001	ラッフルカットレースカーデ - エクリュ / FREE	"＜フリルで顔周りが華やかに仕上がるレースカーディガン＞
▼デザイン
・レース素材で肌触りも柔らかいカーディガン。
・程よい透け感と、薄手の素材で、今から大活躍！
・肌寒い日や、日焼け対策の際に大活躍です。
・フロント部分のリボンで着脱できるのでとっても楽ちん！
・フリルで縁取られたデザインが甘めなワンポイントに！
▼コーディネート
レースの素材や柄がとっても女性らしいアイテムなので、キャミワンピやスカートと合わせるのがおススメ！
デニムパンツやスウェットパンツと合わせて、カジュアルに着用してもお洒落コーデになります。
-----------------------------
生地感：薄手
伸縮性：あり
透け感：あり
裏地：なし
------------------------------
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#レース素材 #カーディガン #レースカーデ #フリル #デートコーデ #レースカーデ
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：RE656911T001　/ 品名：ラッフルカットレースカーデ"	in stock	999	new	3590 JPY	https://www.retro-girl.jp/item/111309.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130901_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130902_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130903_b.jpg	トップス > カーディガン/ボレロ	エクリュ	FREE	本体：ナイロン92％ ポリウレタン8％別布：ポリエステル100％	adult	female	
RE656911T0010907	RE656911T001	ラッフルカットレースカーデ - ブラック / FREE	"＜フリルで顔周りが華やかに仕上がるレースカーディガン＞
▼デザイン
・レース素材で肌触りも柔らかいカーディガン。
・程よい透け感と、薄手の素材で、今から大活躍！
・肌寒い日や、日焼け対策の際に大活躍です。
・フロント部分のリボンで着脱できるのでとっても楽ちん！
・フリルで縁取られたデザインが甘めなワンポイントに！
▼コーディネート
レースの素材や柄がとっても女性らしいアイテムなので、キャミワンピやスカートと合わせるのがおススメ！
デニムパンツやスウェットパンツと合わせて、カジュアルに着用してもお洒落コーデになります。
-----------------------------
生地感：薄手
伸縮性：あり
透け感：あり
裏地：なし
------------------------------
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#レース素材 #カーディガン #レースカーデ #フリル #デートコーデ #レースカーデ
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：RE656911T001　/ 品名：ラッフルカットレースカーデ"	in stock	999	new	3590 JPY	https://www.retro-girl.jp/item/111309.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130902_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130901_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130903_b.jpg	トップス > カーディガン/ボレロ	ブラック	FREE	本体：ナイロン92％ ポリウレタン8％別布：ポリエステル100％	adult	female	
RE656911T0015007	RE656911T001	ラッフルカットレースカーデ - ブラウン / FREE	"＜フリルで顔周りが華やかに仕上がるレースカーディガン＞
▼デザイン
・レース素材で肌触りも柔らかいカーディガン。
・程よい透け感と、薄手の素材で、今から大活躍！
・肌寒い日や、日焼け対策の際に大活躍です。
・フロント部分のリボンで着脱できるのでとっても楽ちん！
・フリルで縁取られたデザインが甘めなワンポイントに！
▼コーディネート
レースの素材や柄がとっても女性らしいアイテムなので、キャミワンピやスカートと合わせるのがおススメ！
デニムパンツやスウェットパンツと合わせて、カジュアルに着用してもお洒落コーデになります。
-----------------------------
生地感：薄手
伸縮性：あり
透け感：あり
裏地：なし
------------------------------
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#レース素材 #カーディガン #レースカーデ #フリル #デートコーデ #レースカーデ
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：RE656911T001　/ 品名：ラッフルカットレースカーデ"	in stock	999	new	3590 JPY	https://www.retro-girl.jp/item/111309.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130903_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130901_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111309/11130902_b.jpg	トップス > カーディガン/ボレロ	ブラウン	FREE	本体：ナイロン92％ ポリウレタン8％別布：ポリエステル100％	adult	female	
RF661843B0010900	RF661843B001	ギャザー2WAYBAG - ブラック / ONE SIZE	"〈欲しかったサイズ感が実現した秋冬BAG〉
▼デザイン
・入れたいものが入るピッタリサイズなバッグ。
・付属のショルダーを使えば、ショルダーバッグとしてもご使用いただけます。
・ボタンで開け閉め可能です◎
・モコモコのフェイクウールと、フェイクレザーのアソート展開でご用意！
▼コーディネート
カジュアルコーデはもちろん、コンパクトなデザインなので大人ベーシックなコーデにもマッチ。
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#バッグ #ギャザー #ショルダーバッグ #2way
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：RF661843B001　/ 品名：ギャザー2wayバッグ"	in stock	999	new	4990 JPY	https://www.retro-girl.jp/item/111254.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125401_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125402_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125403_b.jpg	バッグ > ショルダーバッグ	ブラック	ONE SIZE	【ブラウン・ベージュ】表地：ポリエステル  裏地：ポリエステル【ブラック】表地：合成皮革  裏地：ポリエステル	adult	female	
RF661843B0015000	RF661843B001	ギャザー2WAYBAG - ブラウン / ONE SIZE	"〈欲しかったサイズ感が実現した秋冬BAG〉
▼デザイン
・入れたいものが入るピッタリサイズなバッグ。
・付属のショルダーを使えば、ショルダーバッグとしてもご使用いただけます。
・ボタンで開け閉め可能です◎
・モコモコのフェイクウールと、フェイクレザーのアソート展開でご用意！
▼コーディネート
カジュアルコーデはもちろん、コンパクトなデザインなので大人ベーシックなコーデにもマッチ。
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#バッグ #ギャザー #ショルダーバッグ #2way
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：RF661843B001　/ 品名：ギャザー2wayバッグ"	in stock	999	new	4990 JPY	https://www.retro-girl.jp/item/111254.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125402_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125401_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125403_b.jpg	バッグ > ショルダーバッグ	ブラウン	ONE SIZE	【ブラウン・ベージュ】表地：ポリエステル  裏地：ポリエステル【ブラック】表地：合成皮革  裏地：ポリエステル	adult	female	
RF661843B0015400	RF661843B001	ギャザー2WAYBAG - ベージュ / ONE SIZE	"〈欲しかったサイズ感が実現した秋冬BAG〉
▼デザイン
・入れたいものが入るピッタリサイズなバッグ。
・付属のショルダーを使えば、ショルダーバッグとしてもご使用いただけます。
・ボタンで開け閉め可能です◎
・モコモコのフェイクウールと、フェイクレザーのアソート展開でご用意！
▼コーディネート
カジュアルコーデはもちろん、コンパクトなデザインなので大人ベーシックなコーデにもマッチ。
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#バッグ #ギャザー #ショルダーバッグ #2way
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：RF661843B001　/ 品名：ギャザー2wayバッグ"	in stock	999	new	4990 JPY	https://www.retro-girl.jp/item/111254.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125403_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125401_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111254/11125402_b.jpg	バッグ > ショルダーバッグ	ベージュ	ONE SIZE	【ブラウン・ベージュ】表地：ポリエステル  裏地：ポリエステル【ブラック】表地：合成皮革  裏地：ポリエステル	adult	female	
EE661523C0011307	EE661523C001	リボンビスチェ＆インナーSET - グレー/チェック / FREE	"＜2wayでアレンジできるチェック柄ビスチェのセットアイテム＞
▼デザイン
・ems exciteで毎回大人気を頂くセットアイテム。
・フロントリボンにしても、バックリボンにしても可愛いビスチェアイテム！
・シアーインナーは袖口がフレアシルエットで、ワンポイントになるデザイン
・バスト部分はシャーリングデザインになっていて、伸縮性も抜群◎
・別々でも着用できる着回し力が光るアイテム
▼コーディネート
セットでの着用がおすすめのアイテム！
シーズンに合わせてインナーをTシャツやキャミソールに切り替えることで、オールシーズン着用可能です！
------------------------------
生地感：ビスチェ：普通　インナー：薄手
伸縮性：ビスチェ：ある　インナー：なし
透け感：ビスチェ：なし　インナー：ある
裏地：なし
------------------------------
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛くいたい女の子に向けた
girly cuteなブランド
#リボン #チェック #チェック柄 #ビスチェ #バックリボン #レイヤード #夏コーデ #2way #シアーインナー #シアーデザイン
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：EE661523C001　/ 品名：リボンビスチェ＆インナーSET"	in stock	999	new	4990 JPY	https://www.retro-girl.jp/item/111357.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111357/11135701_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111357/11135702_b.jpg	トップス > シャツ/ブラウス	グレー/チェック	FREE	ビスチェ：ポリエステル80％ レーヨン20％インナー：ポリエステル95％ ポリウレタン5％	adult	female	
EE661523C0015607	EE661523C001	リボンビスチェ＆インナーSET - ブラウン/チェック / FREE	"＜2wayでアレンジできるチェック柄ビスチェのセットアイテム＞
▼デザイン
・ems exciteで毎回大人気を頂くセットアイテム。
・フロントリボンにしても、バックリボンにしても可愛いビスチェアイテム！
・シアーインナーは袖口がフレアシルエットで、ワンポイントになるデザイン
・バスト部分はシャーリングデザインになっていて、伸縮性も抜群◎
・別々でも着用できる着回し力が光るアイテム
▼コーディネート
セットでの着用がおすすめのアイテム！
シーズンに合わせてインナーをTシャツやキャミソールに切り替えることで、オールシーズン着用可能です！
------------------------------
生地感：ビスチェ：普通　インナー：薄手
伸縮性：ビスチェ：ある　インナー：なし
透け感：ビスチェ：なし　インナー：ある
裏地：なし
------------------------------
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛くいたい女の子に向けた
girly cuteなブランド
#リボン #チェック #チェック柄 #ビスチェ #バックリボン #レイヤード #夏コーデ #2way #シアーインナー #シアーデザイン
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：EE661523C001　/ 品名：リボンビスチェ＆インナーSET"	in stock	999	new	4990 JPY	https://www.retro-girl.jp/item/111357.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111357/11135702_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111357/11135701_b.jpg	トップス > シャツ/ブラウス	ブラウン/チェック	FREE	ビスチェ：ポリエステル80％ レーヨン20％インナー：ポリエステル95％ ポリウレタン5％	adult	female	
RE641511T0015007	RE641511T001	フェザーペプラムベスト - ブラウン / FREE	"＜ふわっふわ素材のフェザーベスト＞
▼デザイン
・前回も大人気を頂いたフェザーベスト
・秋らしいブラウンが仲間入りしました
・触り心地抜群な起毛感のある素材
・インナーを変更することで、気温調節も可能
▼コーディネート
ボトムにデニムパンツを合わせるのがおすすめのスタイリング！
ショートパンツ合わせでチュニック使いでガーリーなコーデに♪
真夏はキャミソールに１枚で着用すれば涼しいですが、素材から秋を先取りできちゃいます。
▼スタイルアップポイント
ストレートさんは二の腕部分が隠れるよう、Tシャツとレイヤードがおすすめ！
ウェーブさんは胸元にデザインのあるブラウスなどを着込んで、秋コーデが完成です♪
-----------------------------
生地感：普通
伸縮性：なし
透け感：なし
裏地：なし
------------------------------
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#ベスト #フェザー #秋コーデ #ブラウン #シフォンリボン ＃ペプラムシルエット
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
品番：RE641511T001　/ 品名：フェザーペプラムベスト"	in stock	999	new	3690 JPY	https://www.retro-girl.jp/item/111299.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129903_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129901_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129902_b.jpg	トップス > ベスト	ブラウン	FREE	ポリエステル100％	adult	female	
RE641511T0010407	RE641511T001	フェザーペプラムベスト - エクリュ / FREE	"＜ふわっふわ素材のフェザーベスト＞
▼デザイン
・前回も大人気を頂いたフェザーベスト
・秋らしいブラウンが仲間入りしました
・触り心地抜群な起毛感のある素材
・インナーを変更することで、気温調節も可能
▼コーディネート
ボトムにデニムパンツを合わせるのがおすすめのスタイリング！
ショートパンツ合わせでチュニック使いでガーリーなコーデに♪
真夏はキャミソールに１枚で着用すれば涼しいですが、素材から秋を先取りできちゃいます。
▼スタイルアップポイント
ストレートさんは二の腕部分が隠れるよう、Tシャツとレイヤードがおすすめ！
ウェーブさんは胸元にデザインのあるブラウスなどを着込んで、秋コーデが完成です♪
-----------------------------
生地感：普通
伸縮性：なし
透け感：なし
裏地：なし
------------------------------
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#ベスト #フェザー #秋コーデ #ブラウン #シフォンリボン ＃ペプラムシルエット
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
品番：RE641511T001　/ 品名：フェザーペプラムベスト"	in stock	999	new	3690 JPY	https://www.retro-girl.jp/item/111299.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129901_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129903_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129902_b.jpg	トップス > ベスト	エクリュ	FREE	ポリエステル100％	adult	female	
RE641511T0010907	RE641511T001	フェザーペプラムベスト - ブラック / FREE	"＜ふわっふわ素材のフェザーベスト＞
▼デザイン
・前回も大人気を頂いたフェザーベスト
・秋らしいブラウンが仲間入りしました
・触り心地抜群な起毛感のある素材
・インナーを変更することで、気温調節も可能
▼コーディネート
ボトムにデニムパンツを合わせるのがおすすめのスタイリング！
ショートパンツ合わせでチュニック使いでガーリーなコーデに♪
真夏はキャミソールに１枚で着用すれば涼しいですが、素材から秋を先取りできちゃいます。
▼スタイルアップポイント
ストレートさんは二の腕部分が隠れるよう、Tシャツとレイヤードがおすすめ！
ウェーブさんは胸元にデザインのあるブラウスなどを着込んで、秋コーデが完成です♪
-----------------------------
生地感：普通
伸縮性：なし
透け感：なし
裏地：なし
------------------------------
▼ブランド紹介
RETRO GIRL (レトロガール）
自分らしい“ベーシックアイテム”と
新しい自分の”トレンドアイテム”が
見つかる場所
今らしいファッションを楽しむ
女性のためのブランド
#ベスト #フェザー #秋コーデ #ブラウン #シフォンリボン ＃ペプラムシルエット
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
品番：RE641511T001　/ 品名：フェザーペプラムベスト"	in stock	999	new	3690 JPY	https://www.retro-girl.jp/item/111299.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129902_b.jpg	RETRO GIRL		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129903_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111299/11129901_b.jpg	トップス > ベスト	ブラック	FREE	ポリエステル100％	adult	female	
EL657111C0022007	EL657111C002	【セットアップ対応】BIGリボン付ZIPベスト - ピンク / FREE	"＜韓国ガーリーコーデにおすすめのスウェットベスト＞
▼デザイン
・空港コーデにおすすめのスウェット素材のフーディー
・フーディー部分にリボンやレースがデザインされていて、emsらしいデザイン。
・フーディーはWZIPになっているので、シルエットのアレンジもできるトレンドアイテムです♪
・別売りでセットアップ対応ボトムが２種類あるので、好みに合わせてセレクトできます。
▼コーディネート
セットアップ対応のレース付きスリットスウェットパンツで合わせれば、スポーティーな雰囲気に。
ガーリーに合わせたい場合は、リボンバルーンスウェットSKがおすすめ！
------------------------------
生地感：普通
伸縮性：ある
透け感：なし
裏地：なし
------------------------------
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛いくいたい女の子に向けた
girly cuteなブランド
#スウェット #スウェットスカート #セットアップアイテム #パーカー #空港コーデ #着回しカーデ
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
品番：EL657111C002　/ 品名：BIGリボン付ZIPベスト"	in stock	999	new	3990 JPY	https://www.retro-girl.jp/item/111334.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133403_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133401_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133402_b.jpg	トップス > パーカー	ピンク	FREE		adult	female	
EL657111C0020907	EL657111C002	【セットアップ対応】BIGリボン付ZIPベスト - ブラック / FREE	"＜韓国ガーリーコーデにおすすめのスウェットベスト＞
▼デザイン
・空港コーデにおすすめのスウェット素材のフーディー
・フーディー部分にリボンやレースがデザインされていて、emsらしいデザイン。
・フーディーはWZIPになっているので、シルエットのアレンジもできるトレンドアイテムです♪
・別売りでセットアップ対応ボトムが２種類あるので、好みに合わせてセレクトできます。
▼コーディネート
セットアップ対応のレース付きスリットスウェットパンツで合わせれば、スポーティーな雰囲気に。
ガーリーに合わせたい場合は、リボンバルーンスウェットSKがおすすめ！
------------------------------
生地感：普通
伸縮性：ある
透け感：なし
裏地：なし
------------------------------
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛いくいたい女の子に向けた
girly cuteなブランド
#スウェット #スウェットスカート #セットアップアイテム #パーカー #空港コーデ #着回しカーデ
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
品番：EL657111C002　/ 品名：BIGリボン付ZIPベスト"	in stock	999	new	3990 JPY	https://www.retro-girl.jp/item/111334.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133401_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133403_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133402_b.jpg	トップス > パーカー	ブラック	FREE		adult	female	
EL657111C0021007	EL657111C002	【セットアップ対応】BIGリボン付ZIPベスト - ライトグレー / FREE	"＜韓国ガーリーコーデにおすすめのスウェットベスト＞
▼デザイン
・空港コーデにおすすめのスウェット素材のフーディー
・フーディー部分にリボンやレースがデザインされていて、emsらしいデザイン。
・フーディーはWZIPになっているので、シルエットのアレンジもできるトレンドアイテムです♪
・別売りでセットアップ対応ボトムが２種類あるので、好みに合わせてセレクトできます。
▼コーディネート
セットアップ対応のレース付きスリットスウェットパンツで合わせれば、スポーティーな雰囲気に。
ガーリーに合わせたい場合は、リボンバルーンスウェットSKがおすすめ！
------------------------------
生地感：普通
伸縮性：ある
透け感：なし
裏地：なし
------------------------------
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛いくいたい女の子に向けた
girly cuteなブランド
#スウェット #スウェットスカート #セットアップアイテム #パーカー #空港コーデ #着回しカーデ
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が多少異なってみえる場合がございます。
品番：EL657111C002　/ 品名：BIGリボン付ZIPベスト"	in stock	999	new	3990 JPY	https://www.retro-girl.jp/item/111334.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133402_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133403_b.jpg,https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111334/11133401_b.jpg	トップス > パーカー	ライトグレー	FREE		adult	female	
EE641523G0035607	EE641523G003	【セットアップ対応】ノースリチェックブラウス - ブラウン/チェック / FREE	"＜フロントリボンが可愛いチェックシャツ＞
▼デザイン
・エムズで毎回大人気のチェックシャツ
・ノースリーブで夏らしい涼し気なデザイン！
・胸元のボウタイが顔周りを華やかな印象に。
・袖部分にフリルやリボンもコーデにアクセントを加えるワンポイントに！
▼コーディネート
バルーンチェックミニスカートと合わせれば、セットアップコーデが完成♪
合わせ方次第で、ガーリーにもカジュアルにもアレンジできるアイテム。
デニムやスエットパンツで合わせた時は、キャップなどの小物と相性抜群です◎
------------------------------
生地感：普通
伸縮性：なし
透け感：なし
裏地：なし
------------------------------
▼ブランド紹介
ems excite (エムズエキサイト）
“more fun more cute”
今をもっと楽しく
もっと可愛くいたい女の子に向けた
girly cuteなブランド
#シャツ #シャツ着回し#チェック #シャツコーデ #チェックシャツ #ボウタイブラウス #セットアップコーデ
▼注意事項
※撮影環境やモニター環境によって実際の商品とお色味が
多少異なってみえる場合がございます。
品番：EE641523G003　/ 品名：ノースリチェックブラウス"	in stock	999	new	4390 JPY	https://www.retro-girl.jp/item/111333.html	https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111333/11133301_b.jpg	ems excite		https://img-retro-girl.freetls.fastly.net/retrogirl/image_item/111/111333/11133302_b.jpg	トップス > シャツ/ブラウス	ブラウン/チェック	FREE	ポリエステル：80％レーヨン：17％ポリウレタン：3％	adult	female	
